model,depth,sentence,avg_surprisal,max_surprisal
GPT-2 Medium,1,The writer during the morning that The engineer from the village chased is laughing.,9.396414756774902,19.621261596679688
GPT-2 Medium,1,The lawyer in the library that The cat by the river called is dancing.,8.82194709777832,20.798587799072266
GPT-2 Medium,5,"The artist in the garden that The lawyer with red shoes that The teacher from the city that The student from the city that The doctor with great enthusiasm that The scientist with red shoes supported admired followed helped recognized, is reading calmly.",7.487675666809082,19.33795166015625
GPT-2 Medium,3,"The student from the city that The artist during the morning that The dog in the library that The cat during the morning recognized watched questioned, is working.",8.457648277282715,21.022903442382812
GPT-2 Medium,2,The manager that The doctor by the river that The boy followed called jumps high calmly.,10.327960968017578,20.100181579589844
GPT-2 Medium,4,"The child from the village that The manager during the morning that The girl that The professor in the garden that The player during the morning scolded watched recognized watched, is working sadly.",8.158817291259766,20.816036224365234
GPT-2 Medium,4,The farmer in the garden that The cat that The cat with great enthusiasm that The student in the library that The cat watched ignored praised blamed is sleeping.,8.742908477783203,21.844444274902344
GPT-2 Medium,0,The writer with red shoes is shouting.,9.008218765258789,12.698714256286621
GPT-2 Medium,0,"The actor during the morning, is studying calmly.",9.085090637207031,16.819395065307617
GPT-2 Medium,4,The manager in the garden that The doctor that The engineer near the school that The manager in the garden that The lawyer in the library met blamed helped ignored is shouting.,8.009424209594727,20.664106369018555
GPT-2 Medium,0,"The dog with red shoes, is shouting.",8.426162719726562,13.82768440246582
GPT-2 Medium,2,The manager that The writer with red shoes that The teacher from the village called met is dancing proudly.,9.441852569580078,14.810554504394531
GPT-2 Medium,5,"The dog with great enthusiasm that The writer from the city that The player with great enthusiasm that The child from the city that The boy with great enthusiasm that The writer near the school questioned called helped ignored ignored, is reading slowly.",7.233598709106445,20.756139755249023
GPT-2 Medium,3,The scientist during the morning that The boy from the city that The artist near the school that The teacher during the morning visited saw scolded is smiling.,8.095879554748535,15.912549018859863
GPT-2 Medium,3,The nurse in the garden that The boy in the library that The artist in the library that The actor in the library saw chased followed is dancing.,7.159850120544434,18.788896560668945
GPT-2 Medium,3,The lawyer from the city that The boy from the city that The professor near the school that The engineer recognized followed supported is dancing.,8.966686248779297,21.21863555908203
GPT-2 Medium,0,The lawyer from the village is singing eagerly.,9.370445251464844,16.737079620361328
GPT-2 Medium,0,The lawyer in the garden is studying proudly.,9.292119979858398,19.615421295166016
GPT-2 Medium,5,"The artist in the library that The player by the river that The engineer by the river that The boy from the village that The student with great enthusiasm that The engineer in the garden recognized met blamed visited followed, is shouting calmly.",7.795745849609375,22.46211814880371
GPT-2 Medium,1,The teacher with great enthusiasm that The child in the library scolded is walking silently.,8.693949699401855,13.600899696350098
GPT-2 Medium,2,The teacher during the morning that The actor with great enthusiasm that The manager in the library praised praised is barking silently.,9.480042457580566,16.06659507751465
GPT-2 Medium,3,The singer from the village that The actor in the library that The player from the village that The student with great enthusiasm recognized liked helped is dancing slowly.,8.754435539245605,17.417943954467773
GPT-2 Medium,1,"The girl in the garden that The child in the library called, is resting happily.",8.03393268585205,15.007351875305176
GPT-2 Medium,5,"The singer from the city that The cat by the river that The boy in the garden that The girl in the library that The nurse in the library that The boy from the city supported followed watched scolded questioned, is working.",7.287356376647949,20.998741149902344
GPT-2 Medium,4,"The farmer during the morning that The scientist near the school that The writer in the library that The artist with red shoes that The cat near the school watched met called admired, is studying slowly.",7.902785778045654,20.53767967224121
GPT-2 Medium,1,"The player from the city that The nurse from the village supported, is working quickly.",8.234979629516602,19.873046875
GPT-2 Medium,3,"The cat by the river that The doctor in the garden that The boy in the garden that The child from the city admired saw followed, is smiling.",7.500576972961426,21.574337005615234
GPT-2 Medium,1,The player in the library that The lawyer with red shoes saw is working.,8.691320419311523,17.05809211730957
GPT-2 Medium,4,"The professor with red shoes that The student with great enthusiasm that The professor that The engineer by the river that The student in the library liked praised helped praised, is walking.",8.362627983093262,17.814098358154297
GPT-2 Medium,3,The nurse with great enthusiasm that The farmer from the village that The boy with red shoes that The girl from the village scolded followed admired is singing.,7.957022666931152,21.535017013549805
GPT-2 Medium,2,"The scientist from the city that The dog in the library that The nurse admired liked, is shouting.",9.95190715789795,18.785892486572266
GPT-2 Medium,3,The writer from the village that The doctor in the library that The singer from the city that The nurse from the village visited scolded praised is shouting happily.,7.6375579833984375,20.747753143310547
GPT-2 Medium,3,"The scientist with red shoes that The scientist in the garden that The professor with great enthusiasm that The teacher by the river praised admired ignored, is laughing carefully.",8.845240592956543,16.6916446685791
GPT-2 Medium,1,The artist during the morning that The farmer near the school supported is working.,9.22490406036377,18.53264617919922
GPT-2 Medium,1,"The professor from the village that The student from the city watched, is smiling.",8.421892166137695,13.084596633911133
GPT-2 Medium,1,The dog from the city that The doctor during the morning helped is walking carefully.,9.030537605285645,17.101083755493164
GPT-2 Medium,3,"The scientist near the school that The engineer by the river that The doctor during the morning that The child in the garden met followed helped, is barking.",8.221907615661621,19.052757263183594
GPT-2 Medium,3,"The singer during the morning that The teacher with red shoes that The girl during the morning that The student near the school questioned encouraged ignored, jumps high happily.",8.436605453491211,17.98993492126465
GPT-2 Medium,3,"The writer in the garden that The doctor by the river that The manager from the city that The engineer by the river admired scolded helped, is smiling sadly.",7.885994911193848,20.36229133605957
GPT-2 Medium,2,The girl from the village that The teacher with great enthusiasm that The nurse during the morning helped chased is singing proudly.,9.029170989990234,18.38058853149414
GPT-2 Medium,3,"The actor in the garden that The dog from the village that The doctor in the library that The doctor from the city followed watched ignored, is laughing.",7.948727130889893,19.12445068359375
GPT-2 Medium,3,"The professor from the village that The manager with red shoes that The actor during the morning that The lawyer watched scolded supported, is reading.",9.681256294250488,20.553651809692383
GPT-2 Medium,4,The singer from the city that The doctor from the city that The singer near the school that The writer in the library that The nurse in the library questioned watched visited helped jumps high.,7.900320053100586,21.00364875793457
GPT-2 Medium,2,The artist during the morning that The artist with great enthusiasm that The nurse visited encouraged jumps high happily.,10.516432762145996,19.974348068237305
GPT-2 Medium,2,The scientist with red shoes that The teacher near the school that The student from the city chased watched is studying eagerly.,9.713336944580078,18.49654769897461
GPT-2 Medium,2,"The singer from the city that The nurse that The writer from the village liked supported, is smiling.",9.600152969360352,24.78155517578125
GPT-2 Medium,1,"The engineer with red shoes that The manager in the library scolded, is laughing carefully.",9.157482147216797,16.930788040161133
GPT-2 Medium,2,"The writer in the library that The girl in the library that The lawyer recognized met, is working.",8.285372734069824,15.113017082214355
GPT-2 Medium,0,The singer is laughing sadly.,9.838800430297852,15.211196899414062
GPT-2 Medium,4,"The player from the city that The scientist from the village that The farmer from the city that The professor from the city that The scientist in the library followed admired called met, is smiling.",6.237917423248291,20.060441970825195
GPT-2 Medium,3,The singer that The doctor from the city that The artist in the garden that The writer by the river praised visited watched jumps high silently.,9.184391021728516,23.298355102539062
GPT-2 Medium,3,"The artist from the city that The scientist in the garden that The writer in the garden that The girl by the river liked ignored chased, is working silently.",8.055838584899902,20.143640518188477
GPT-2 Medium,0,The lawyer in the garden jumps high.,10.099363327026367,16.128427505493164
GPT-2 Medium,0,"The farmer with great enthusiasm, is studying.",8.905078887939453,14.840261459350586
GPT-2 Medium,0,The engineer during the morning is sleeping sadly.,9.232508659362793,15.757071495056152
GPT-2 Medium,5,The scientist during the morning that The manager with great enthusiasm that The doctor with red shoes that The artist from the city that The dog with great enthusiasm that The dog from the city saw met helped visited ignored jumps high carefully.,7.793325901031494,19.908870697021484
GPT-2 Medium,2,The player by the river that The boy that The nurse near the school met ignored is studying proudly.,9.746208190917969,17.185340881347656
GPT-2 Medium,2,"The writer with red shoes that The player from the village that The cat helped blamed, is working calmly.",10.140100479125977,22.430727005004883
GPT-2 Medium,4,"The child near the school that The cat that The singer with red shoes that The actor in the library that The dog blamed encouraged chased recognized, is reading.",9.525320053100586,22.83391571044922
GPT-2 Medium,3,The boy in the garden that The singer with great enthusiasm that The farmer in the garden that The student with red shoes helped met watched runs fast angrily.,8.83525276184082,19.1259708404541
GPT-2 Medium,3,The nurse with red shoes that The scientist by the river that The lawyer by the river that The student in the library admired liked supported is shouting happily.,8.359292984008789,21.011838912963867
GPT-2 Medium,3,"The doctor in the library that The dog in the garden that The professor with red shoes that The lawyer from the village called liked chased, is sleeping carefully.",8.421318054199219,19.6298770904541
GPT-2 Medium,1,The farmer by the river that The singer in the garden praised is working.,8.14842700958252,14.840261459350586
GPT-2 Medium,0,"The dog in the library, is resting.",7.850027561187744,13.774286270141602
GPT-2 Medium,2,"The artist in the library that The artist from the village that The lawyer in the library liked met, is laughing happily.",8.716748237609863,19.7007999420166
GPT-2 Medium,0,"The cat from the village, is writing.",8.442829132080078,14.89085865020752
GPT-2 Medium,1,"The dog from the city that The dog by the river encouraged, is working.",8.726947784423828,17.19405174255371
GPT-2 Medium,1,"The actor during the morning that The lawyer with great enthusiasm watched, is singing slowly.",9.539841651916504,17.223628997802734
GPT-2 Medium,0,The professor from the village is studying silently.,8.84432315826416,19.151330947875977
GPT-2 Medium,0,"The scientist in the library, is reading.",7.9835357666015625,14.250182151794434
GPT-2 Medium,3,The artist in the library that The professor during the morning that The child with red shoes that The dog in the library encouraged supported questioned jumps high.,8.765157699584961,20.40794563293457
GPT-2 Medium,1,"The lawyer with red shoes that The lawyer with red shoes blamed, is sleeping quickly.",10.124749183654785,34.902565002441406
GPT-2 Medium,2,The teacher in the library that The boy with great enthusiasm that The writer by the river supported praised is sleeping.,9.23904800415039,15.425945281982422
GPT-2 Medium,2,"The nurse during the morning that The engineer during the morning that The student with great enthusiasm admired watched, is writing slowly.",8.552236557006836,19.06410026550293
GPT-2 Medium,5,The boy near the school that The dog near the school that The artist from the city that The cat from the city that The nurse from the city that The child during the morning praised helped visited praised scolded jumps high proudly.,6.887746810913086,18.77960968017578
GPT-2 Medium,0,The doctor from the village is resting.,7.944584369659424,13.773597717285156
GPT-2 Medium,4,"The farmer near the school that The actor near the school that The student by the river that The writer in the library that The manager with red shoes called called blamed met, is reading sadly.",7.633958339691162,17.206985473632812
GPT-2 Medium,2,The writer near the school that The engineer during the morning that The player with red shoes liked admired is studying.,9.578008651733398,20.06817054748535
GPT-2 Medium,1,"The player by the river that The artist with red shoes admired, jumps high.",9.026881217956543,16.079763412475586
GPT-2 Medium,3,"The nurse during the morning that The lawyer in the garden that The manager in the library that The actor during the morning recognized encouraged chased, is smiling.",8.098614692687988,21.802322387695312
GPT-2 Medium,3,"The singer near the school that The girl near the school that The scientist from the village that The boy from the city recognized helped ignored, is dancing eagerly.",8.141834259033203,21.399250030517578
GPT-2 Medium,5,The farmer from the village that The child near the school that The artist with great enthusiasm that The farmer during the morning that The actor from the city that The actor in the garden called called watched helped encouraged is walking quickly.,7.33693265914917,18.679706573486328
GPT-2 Medium,0,The doctor with great enthusiasm is smiling.,8.378232955932617,11.738068580627441
GPT-2 Medium,1,"The child in the garden that The professor by the river recognized, is shouting angrily.",8.223579406738281,15.913925170898438
GPT-2 Medium,5,"The dog near the school that The actor with red shoes that The cat with red shoes that The engineer in the garden that The player that The actor from the city admired followed scolded praised recognized, is smiling quickly.",8.115823745727539,20.420969009399414
GPT-2 Medium,0,"The lawyer with red shoes, is studying.",9.711750030517578,17.832969665527344
GPT-2 Medium,5,"The teacher from the city that The dog with red shoes that The nurse near the school that The farmer from the city that The dog with great enthusiasm that The nurse with red shoes encouraged called saw chased blamed, is singing calmly.",8.037750244140625,19.988130569458008
GPT-2 Medium,0,The scientist in the library is working.,7.545426845550537,14.250182151794434
GPT-2 Medium,3,"The nurse near the school that The child with red shoes that The engineer from the village that The writer admired followed called, jumps high carefully.",9.697513580322266,19.834354400634766
GPT-2 Medium,5,The player from the city that The boy from the village that The artist in the library that The writer that The doctor that The actor with great enthusiasm admired helped chased blamed visited is dancing proudly.,7.884702205657959,20.958776473999023
GPT-2 Medium,2,"The student that The farmer in the garden that The artist from the village blamed met, is reading proudly.",9.216207504272461,18.922025680541992
GPT-2 Medium,3,"The doctor with great enthusiasm that The player with red shoes that The engineer in the garden that The cat near the school blamed called followed, is barking angrily.",8.890872955322266,18.73138999938965
GPT-2 Medium,4,"The child with great enthusiasm that The scientist from the village that The professor that The manager from the village that The player near the school followed admired saw met, is walking.",8.186553955078125,18.12066650390625
GPT-2 Medium,0,The farmer during the morning is laughing eagerly.,8.826821327209473,14.840261459350586
GPT-2 Medium,0,"The child by the river, is walking calmly.",7.556282997131348,11.734127044677734
GPT-2 Medium,5,"The singer with great enthusiasm that The nurse from the village that The player in the library that The farmer in the garden that The cat with red shoes that The nurse in the library met followed praised watched admired, is dancing angrily.",7.981042861938477,22.18181610107422
GPT-2 Medium,1,The girl in the garden that The boy near the school admired is writing quickly.,8.430869102478027,14.075310707092285
GPT-2 Medium,5,The artist in the library that The writer in the library that The player from the village that The scientist during the morning that The child with red shoes that The lawyer followed questioned helped recognized called is reading.,7.79563570022583,17.87900161743164
GPT-2 Medium,4,The farmer in the garden that The cat with great enthusiasm that The actor with great enthusiasm that The player by the river that The professor from the village chased helped saw watched is working quickly.,8.213391304016113,18.441007614135742
GPT-2 Medium,2,The girl near the school that The actor from the city that The cat from the city supported recognized is resting.,9.138557434082031,17.140697479248047
GPT-2 Medium,0,The professor near the school is smiling calmly.,8.238059997558594,14.769256591796875
GPT-2 Medium,0,"The writer with great enthusiasm, is smiling.",8.161130905151367,13.121723175048828
GPT-2 Medium,1,"The engineer with red shoes that The singer with great enthusiasm supported, is studying.",10.185763359069824,14.424084663391113
GPT-2 Medium,4,The boy with great enthusiasm that The player with great enthusiasm that The doctor during the morning that The farmer in the library that The dog from the village encouraged met scolded praised is singing proudly.,7.758571147918701,18.826082229614258
GPT-2 Medium,0,"The manager during the morning, is laughing.",8.347383499145508,13.327096939086914
GPT-2 Medium,3,The writer with red shoes that The dog from the city that The teacher near the school that The singer near the school met scolded ignored is laughing.,8.503279685974121,18.189294815063477
GPT-2 Medium,0,"The student from the village, is shouting.",8.449030876159668,14.27546215057373
GPT-2 Medium,4,"The cat during the morning that The cat in the garden that The lawyer with red shoes that The manager near the school that The cat in the library helped met ignored praised, is singing.",7.908567428588867,21.627878189086914
GPT-2 Medium,0,"The dog in the library, is working quickly.",7.782951354980469,12.067500114440918
GPT-2 Medium,2,The professor by the river that The student from the village that The child in the garden questioned chased is singing.,8.428593635559082,17.613994598388672
GPT-2 Medium,4,"The dog from the city that The singer by the river that The boy during the morning that The child with great enthusiasm that The artist from the village questioned helped ignored praised, is reading slowly.",8.385384559631348,20.242483139038086
GPT-2 Medium,5,"The scientist that The engineer that The manager that The player from the city that The manager during the morning that The student during the morning chased chased scolded questioned met, is singing quickly.",8.068504333496094,19.275150299072266
GPT-2 Medium,2,"The artist with great enthusiasm that The singer from the village that The engineer from the village recognized followed, is working eagerly.",8.692970275878906,15.14223575592041
GPT-2 Medium,0,"The doctor from the city, is working.",8.183063507080078,12.087485313415527
GPT-2 Medium,2,The nurse during the morning that The doctor with great enthusiasm that The farmer from the village visited supported is resting.,8.89399242401123,16.960691452026367
GPT-2 Medium,1,"The cat in the garden that The manager from the village helped, is smiling slowly.",8.8848876953125,16.28166961669922
GPT-2 Medium,4,"The boy in the garden that The student from the village that The boy with red shoes that The actor that The lawyer in the library recognized liked called blamed, is studying calmly.",7.966083526611328,20.996753692626953
GPT-2 Medium,1,"The writer during the morning that The professor chased, is dancing happily.",9.719466209411621,15.69700813293457
GPT-2 Medium,0,The player by the river is writing.,7.514350891113281,12.701138496398926
GPT-2 Medium,0,The dog in the library is singing.,6.999400615692139,12.067500114440918
GPT-2 Medium,0,The girl in the library is singing.,6.531865119934082,11.126394271850586
GPT-2 Medium,1,The teacher from the village that The boy near the school helped is studying.,8.155939102172852,13.292731285095215
GPT-2 Medium,5,The farmer that The engineer that The doctor in the garden that The engineer during the morning that The professor with great enthusiasm that The artist from the city saw encouraged helped visited met is studying.,7.967909812927246,19.271316528320312
GPT-2 Medium,1,The dog from the village that The engineer with great enthusiasm praised is laughing proudly.,9.088268280029297,18.457029342651367
GPT-2 Medium,4,The boy with red shoes that The professor with red shoes that The child that The scientist from the city that The teacher with red shoes blamed liked recognized admired is reading quickly.,7.982063293457031,22.400299072265625
GPT-2 Medium,0,The girl from the village jumps high eagerly.,8.70573902130127,17.142906188964844
GPT-2 Medium,0,The lawyer by the river runs fast proudly.,10.818669319152832,21.670166015625
GPT-2 Medium,5,"The professor with great enthusiasm that The player with great enthusiasm that The lawyer in the garden that The scientist near the school that The child that The teacher with red shoes followed admired ignored visited questioned, is laughing slowly.",7.941780090332031,19.596975326538086
GPT-2 Medium,4,The cat in the library that The artist by the river that The teacher from the city that The nurse during the morning that The singer with red shoes liked liked followed supported is smiling calmly.,8.009540557861328,21.80913543701172
GPT-2 Medium,3,"The cat with red shoes that The professor from the city that The teacher with great enthusiasm that The teacher in the garden chased called scolded, is barking.",8.103812217712402,16.13408660888672
GPT-2 Medium,3,"The cat near the school that The cat with red shoes that The singer during the morning that The doctor with red shoes recognized chased chased, runs fast quickly.",9.036005020141602,19.42668342590332
GPT-2 Medium,4,"The farmer from the village that The professor that The cat with great enthusiasm that The child by the river that The singer by the river scolded visited encouraged liked, is writing sadly.",8.189735412597656,18.113391876220703
GPT-2 Medium,3,"The cat in the library that The manager in the library that The manager during the morning that The professor in the library met recognized praised, is singing.",7.723629474639893,20.79039192199707
GPT-2 Medium,5,The teacher in the garden that The teacher in the garden that The farmer near the school that The player by the river that The artist from the city that The scientist with great enthusiasm ignored encouraged watched encouraged recognized is dancing eagerly.,7.379465579986572,20.23246955871582
GPT-2 Medium,1,The doctor near the school that The scientist in the library ignored is smiling quickly.,9.100567817687988,19.167219161987305
GPT-2 Medium,0,The lawyer with great enthusiasm is resting.,9.662348747253418,15.672204971313477
GPT-2 Medium,5,"The girl from the city that The dog by the river that The teacher that The artist from the village that The engineer in the garden that The teacher from the city ignored saw admired met watched, is sleeping calmly.",7.24760627746582,20.4744873046875
GPT-2 Medium,2,The girl during the morning that The girl from the city that The nurse by the river questioned praised is dancing proudly.,8.812889099121094,17.77802848815918
GPT-2 Medium,0,The dog with great enthusiasm is working.,8.470282554626465,11.863250732421875
GPT-2 Medium,1,"The singer in the library that The nurse met, is smiling proudly.",9.747105598449707,21.031808853149414
GPT-2 Medium,4,The player during the morning that The player that The girl with great enthusiasm that The farmer during the morning that The engineer from the village questioned called blamed followed is sleeping.,8.182208061218262,20.244102478027344
GPT-2 Medium,0,"The actor from the village, is studying.",9.254993438720703,12.91789722442627
GPT-2 Medium,2,"The manager in the library that The actor with great enthusiasm that The girl during the morning helped liked, is writing.",9.417118072509766,17.67462730407715
GPT-2 Medium,3,The lawyer that The girl with great enthusiasm that The player from the village that The lawyer by the river blamed followed admired is working.,9.521431922912598,20.046833038330078
GPT-2 Medium,2,"The dog with red shoes that The dog that The nurse from the village recognized saw, is shouting.",9.049325942993164,14.695943832397461
GPT-2 Medium,1,The doctor from the village that The singer during the morning scolded is working.,8.718819618225098,17.165733337402344
GPT-2 Medium,2,"The girl near the school that The teacher in the garden that The actor by the river questioned called, is smiling.",8.480640411376953,18.293134689331055
GPT-2 Medium,4,"The nurse with great enthusiasm that The nurse in the library that The farmer in the garden that The boy with great enthusiasm that The manager called chased scolded supported, is sleeping proudly.",8.05372428894043,21.73714256286621
GPT-2 Medium,1,The nurse from the village that The scientist during the morning called is dancing angrily.,9.366886138916016,17.540430068969727
GPT-2 Medium,4,The engineer in the library that The farmer near the school that The lawyer near the school that The girl in the garden that The nurse from the village helped chased met ignored runs fast.,7.888272762298584,22.39220428466797
GPT-2 Medium,1,The boy by the river that The cat admired is studying eagerly.,9.529383659362793,15.253764152526855
GPT-2 Medium,0,The manager near the school is writing.,8.959933280944824,15.297836303710938
GPT-2 Medium,4,The professor during the morning that The scientist in the library that The professor that The student from the city that The writer during the morning ignored helped supported supported is sleeping.,7.75751256942749,21.739046096801758
GPT-2 Medium,0,"The engineer, is laughing.",9.44886302947998,14.063703536987305
GPT-2 Medium,2,"The teacher with great enthusiasm that The engineer in the library that The manager ignored met, is resting sadly.",9.675294876098633,16.953405380249023
GPT-2 Medium,5,The writer by the river that The artist near the school that The doctor from the village that The lawyer during the morning that The actor from the village that The student near the school met chased visited scolded ignored is shouting.,7.524381637573242,20.529056549072266
GPT-2 Medium,0,"The singer with great enthusiasm, is shouting happily.",9.278952598571777,13.908143043518066
GPT-2 Medium,4,The farmer that The professor in the library that The lawyer from the village that The dog from the village that The boy from the village scolded liked watched scolded is reading quickly.,7.009696960449219,18.31376838684082
GPT-2 Medium,0,The farmer near the school is shouting silently.,8.58946704864502,14.840261459350586
GPT-2 Medium,1,"The actor during the morning that The dog in the library met, jumps high.",9.902995109558105,17.738784790039062
GPT-2 Medium,4,"The lawyer in the library that The professor with great enthusiasm that The player in the garden that The manager in the library that The artist with great enthusiasm met called saw helped, is studying eagerly.",8.053105354309082,17.810361862182617
GPT-2 Medium,0,"The dog with red shoes, is dancing proudly.",8.48843765258789,13.462223052978516
GPT-2 Medium,5,"The manager by the river that The actor with great enthusiasm that The engineer during the morning that The lawyer from the city that The artist near the school that The engineer in the garden recognized followed praised called blamed, is reading.",7.843600749969482,19.192564010620117
GPT-2 Medium,4,"The writer in the garden that The cat by the river that The writer during the morning that The writer from the city that The singer liked questioned scolded admired, is singing.",7.774155616760254,18.552490234375
GPT-2 Medium,1,"The dog during the morning that The manager from the village praised, is barking sadly.",9.01137638092041,15.912688255310059
GPT-2 Medium,5,"The lawyer by the river that The nurse by the river that The child during the morning that The actor by the river that The professor in the garden that The writer encouraged ignored ignored followed called, is reading.",7.211671352386475,22.45583152770996
GPT-2 Medium,2,The teacher in the library that The cat in the garden that The nurse during the morning questioned praised jumps high.,9.016016006469727,20.798412322998047
GPT-2 Medium,1,The cat with great enthusiasm that The player in the library met is working.,9.810101509094238,14.14353084564209
GPT-2 Medium,1,The professor in the library that The lawyer in the garden praised jumps high.,9.542617797851562,18.680246353149414
GPT-2 Medium,0,The girl from the city is resting eagerly.,8.488506317138672,16.01374053955078
GPT-2 Medium,0,The dog in the library runs fast.,7.93259859085083,12.344559669494629
GPT-2 Medium,2,"The scientist from the village that The child by the river that The farmer near the school watched blamed, is resting proudly.",9.258378982543945,20.336942672729492
GPT-2 Medium,4,The teacher with red shoes that The boy from the city that The scientist by the river that The manager from the village that The cat from the village met liked watched visited is singing proudly.,7.963040828704834,21.7191162109375
GPT-2 Medium,4,"The lawyer in the library that The engineer by the river that The lawyer during the morning that The actor by the river that The lawyer with great enthusiasm met saw met followed, is barking slowly.",7.880799770355225,23.15460205078125
GPT-2 Medium,4,The boy with great enthusiasm that The cat with red shoes that The artist in the library that The professor with great enthusiasm that The player during the morning helped supported saw ignored runs fast slowly.,8.73171615600586,18.449970245361328
GPT-2 Medium,5,The child with red shoes that The boy from the city that The boy by the river that The student by the river that The writer with great enthusiasm that The actor from the city visited encouraged called saw praised is smiling.,7.2173285484313965,17.643220901489258
GPT-2 Medium,1,The artist that The actor near the school recognized is studying.,10.75121784210205,15.343208312988281
GPT-2 Medium,0,"The lawyer during the morning, is dancing.",8.928150177001953,16.13783836364746
GPT-2 Medium,2,The doctor with red shoes that The girl in the garden that The girl from the village helped followed is laughing eagerly.,8.87735366821289,16.68839454650879
GPT-2 Medium,1,"The farmer in the garden that The actor during the morning scolded, is laughing.",8.045490264892578,14.840261459350586
GPT-2 Medium,1,The professor by the river that The actor with red shoes visited is smiling.,9.371992111206055,14.565691947937012
GPT-2 Medium,1,"The player near the school that The scientist with great enthusiasm ignored, jumps high.",9.8801908493042,17.96216583251953
GPT-2 Medium,1,The manager with red shoes that The doctor with great enthusiasm chased is singing angrily.,10.611568450927734,16.24993133544922
GPT-2 Medium,0,The student from the village is resting happily.,8.145001411437988,14.19328498840332
GPT-2 Medium,3,"The doctor in the garden that The scientist with red shoes that The lawyer from the village that The singer from the village visited scolded liked, is shouting proudly.",8.08867359161377,19.942792892456055
GPT-2 Medium,1,The student in the garden that The actor in the garden visited is singing calmly.,8.511816024780273,19.173545837402344
GPT-2 Medium,5,The child near the school that The girl from the city that The teacher near the school that The girl from the city that The lawyer near the school that The child in the library praised helped ignored helped blamed is laughing.,6.41851806640625,19.755922317504883
GPT-2 Medium,4,The scientist near the school that The professor from the village that The player from the village that The farmer in the garden that The lawyer ignored watched followed ignored is working eagerly.,8.261566162109375,20.463655471801758
GPT-2 Medium,3,The girl with great enthusiasm that The dog during the morning that The engineer in the garden that The girl blamed blamed visited is walking eagerly.,9.071526527404785,19.866804122924805
GPT-2 Medium,3,The boy from the village that The engineer from the village that The actor during the morning that The nurse saw recognized ignored is walking.,8.601334571838379,22.45832633972168
GPT-2 Medium,2,"The doctor during the morning that The professor with red shoes that The teacher with great enthusiasm praised recognized, is singing.",9.326494216918945,16.92987060546875
GPT-2 Medium,1,"The farmer that The doctor with red shoes watched, is singing.",10.048125267028809,16.077852249145508
GPT-2 Medium,2,The student in the library that The doctor during the morning that The lawyer with great enthusiasm saw encouraged is shouting sadly.,9.754598617553711,20.39741325378418
GPT-2 Medium,4,"The farmer near the school that The artist with great enthusiasm that The scientist in the garden that The manager during the morning that The professor followed met supported visited, is resting angrily.",8.720747947692871,19.730234146118164
GPT-2 Medium,1,"The farmer in the garden that The player during the morning encouraged, is dancing.",9.229769706726074,17.01236343383789
GPT-2 Medium,3,The actor by the river that The nurse from the city that The player with great enthusiasm that The cat with red shoes questioned saw chased is barking angrily.,9.302452087402344,22.158884048461914
GPT-2 Medium,4,"The professor with red shoes that The scientist from the city that The dog that The scientist with red shoes that The engineer in the garden saw questioned recognized questioned, jumps high.",8.212583541870117,18.488380432128906
GPT-2 Medium,3,"The farmer that The doctor in the garden that The teacher from the city that The player from the village questioned recognized recognized, is smiling slowly.",8.17718505859375,20.59981346130371
GPT-2 Medium,2,"The teacher from the city that The writer by the river that The cat near the school ignored followed, is dancing eagerly.",9.132406234741211,15.905065536499023
GPT-2 Medium,3,The manager in the library that The actor from the city that The student in the garden that The actor chased watched visited jumps high carefully.,9.113003730773926,22.093469619750977
GPT-2 Medium,4,"The scientist in the library that The doctor with red shoes that The girl near the school that The doctor during the morning that The player with red shoes encouraged ignored liked watched, is smiling.",8.111888885498047,19.446565628051758
GPT-2 Medium,1,"The manager in the garden that The dog by the river supported, is smiling slowly.",8.89148998260498,17.65515899658203
GPT-2 Medium,0,The girl with red shoes is laughing carefully.,8.290766716003418,16.23793601989746
GPT-2 Medium,2,The scientist with red shoes that The cat during the morning that The artist in the garden watched recognized is reading.,9.76511287689209,20.201187133789062
GPT-2 Medium,1,The lawyer with red shoes that The lawyer during the morning liked is resting slowly.,11.240144729614258,20.291845321655273
GPT-2 Medium,3,The professor in the garden that The cat by the river that The nurse from the city that The nurse from the city recognized admired ignored is writing.,8.046525001525879,20.040325164794922
GPT-2 Medium,3,"The artist in the library that The writer from the village that The farmer that The artist near the school questioned questioned questioned, is resting angrily.",8.37311840057373,17.741975784301758
GPT-2 Medium,0,"The engineer in the garden, is studying proudly.",8.822909355163574,19.33534049987793
GPT-2 Medium,4,"The student in the library that The writer from the village that The engineer from the city that The scientist by the river that The actor near the school chased blamed met called, is studying.",7.454343795776367,18.328556060791016
GPT-2 Medium,5,"The engineer during the morning that The student in the library that The lawyer from the city that The singer with red shoes that The lawyer during the morning that The teacher by the river followed supported supported chased met, is barking.",7.585937023162842,21.934253692626953
GPT-2 Medium,0,"The singer with red shoes, is shouting.",9.971714973449707,14.51973819732666
GPT-2 Medium,2,"The child with great enthusiasm that The dog with great enthusiasm that The scientist near the school helped helped, is shouting.",8.531845092773438,14.564953804016113
GPT-2 Medium,4,The singer in the garden that The child that The cat with red shoes that The cat with great enthusiasm that The dog during the morning scolded admired admired followed is smiling proudly.,8.57403564453125,20.384939193725586
