sentence,depth,length_words,type
The clever engineer smiled warmly in the garden.,0,8,synthetic_center_embedding
The old farmer slept peacefully during class.,0,7,synthetic_center_embedding
The kind artist that the clever dog that the mother blamed helped smiled warmly in the garden.,2,17,synthetic_center_embedding
The quiet father that the farmer thanked slept peacefully at night.,1,11,synthetic_center_embedding
The quiet neighbor slept peacefully after dinner.,0,7,synthetic_center_embedding
The kind manager that the curious cat blamed read carefully in the garden.,1,13,synthetic_center_embedding
The clever dog that the young student greeted rested briefly in the garden.,1,13,synthetic_center_embedding
The tall singer that the tall driver blamed cried suddenly during class.,1,12,synthetic_center_embedding
The clever engineer cried suddenly before noon.,0,7,synthetic_center_embedding
The tall cat that the happy manager that the angry driver that the quiet cat that the tall father thanked called encouraged visited ran away this morning.,4,27,synthetic_center_embedding
The old doctor that the quiet singer helped slept peacefully at night.,1,12,synthetic_center_embedding
The singer that the quiet actor that the engineer that the angry father saw admired questioned arrived early before noon.,3,20,synthetic_center_embedding
The curious doctor that the nervous boy that the quiet farmer admired admired rested briefly in the garden.,2,18,synthetic_center_embedding
The happy singer that the serious mother that the quiet artist that the tall farmer that the quiet farmer informed watched watched met smiled warmly at the office.,4,28,synthetic_center_embedding
The young dog that the quiet child that the clever artist that the serious singer helped called followed listened closely yesterday.,3,21,synthetic_center_embedding
The curious farmer that the tall boy that the angry doctor encouraged visited smiled warmly yesterday.,2,16,synthetic_center_embedding
The serious girl smiled warmly yesterday.,0,6,synthetic_center_embedding
The old girl that the serious dog informed waited outside during class.,1,12,synthetic_center_embedding
The actor that the tall scientist informed waited outside yesterday.,1,10,synthetic_center_embedding
The clever lawyer worked quietly at night.,0,7,synthetic_center_embedding
The tall cat that the clever teacher that the serious manager watched admired stood silently.,2,15,synthetic_center_embedding
The tall father rested briefly.,0,5,synthetic_center_embedding
The quiet student cried suddenly yesterday.,0,6,synthetic_center_embedding
The happy student cried suddenly at night.,0,7,synthetic_center_embedding
The curious lawyer worked quietly this morning.,0,7,synthetic_center_embedding
The angry singer laughed loudly.,0,5,synthetic_center_embedding
The serious singer ran away at night.,0,7,synthetic_center_embedding
The old cat that the quiet child that the quiet neighbor that the clever boy that the young driver reminded greeted informed met cried suddenly this morning.,4,27,synthetic_center_embedding
The angry singer that the nervous teacher that the curious driver saw greeted sat calmly yesterday.,2,16,synthetic_center_embedding
The serious dog that the clever artist that the old father called warned arrived early after dinner.,2,17,synthetic_center_embedding
The serious actor that the curious engineer that the nervous lawyer warned visited waited outside in the garden.,2,18,synthetic_center_embedding
The tall manager that the nervous dog that the kind doctor that the happy teacher followed visited helped spoke softly.,3,20,synthetic_center_embedding
The serious neighbor that the curious mother that the happy boy greeted called stood silently.,2,15,synthetic_center_embedding
The quiet engineer that the clever singer that the curious manager that the old farmer watched questioned chased stood silently this morning.,3,22,synthetic_center_embedding
The curious farmer waited outside during class.,0,7,synthetic_center_embedding
The kind manager that the old teacher that the old teacher encouraged supported smiled warmly in the garden.,2,18,synthetic_center_embedding
The kind scientist that the nervous dog that the scientist that the kind manager supported praised helped stood silently before noon.,3,21,synthetic_center_embedding
The quiet girl slept peacefully yesterday.,0,6,synthetic_center_embedding
The happy farmer that the happy manager recognized cried suddenly at the office.,1,13,synthetic_center_embedding
The old singer that the quiet girl greeted arrived early before noon.,1,12,synthetic_center_embedding
The serious student spoke softly yesterday.,0,6,synthetic_center_embedding
The angry farmer that the serious child helped stood silently at night.,1,12,synthetic_center_embedding
The old mother slept peacefully before noon.,0,7,synthetic_center_embedding
The curious child walked slowly.,0,5,synthetic_center_embedding
The kind manager that the nervous cat praised rested briefly at the office.,1,13,synthetic_center_embedding
The tall teacher ran away at night.,0,7,synthetic_center_embedding
The nervous cat that the quiet actor warned spoke softly.,1,10,synthetic_center_embedding
The tall actor that the happy boy that the curious child greeted informed cried suddenly yesterday.,2,16,synthetic_center_embedding
The curious singer that the old cat that the curious lawyer chased thanked sat calmly during class.,2,17,synthetic_center_embedding
The clever lawyer that the tall manager that the dog praised saw rested briefly after dinner.,2,16,synthetic_center_embedding
The happy father that the artist that the serious boy that the nervous boy greeted followed encouraged rested briefly this morning.,3,21,synthetic_center_embedding
The old neighbor that the tall manager that the angry actor informed saw waited outside at the office.,2,18,synthetic_center_embedding
The curious student read carefully after dinner.,0,7,synthetic_center_embedding
The tall father laughed loudly.,0,5,synthetic_center_embedding
The angry doctor spoke softly during class.,0,7,synthetic_center_embedding
The quiet father that the kind girl informed read carefully during class.,1,12,synthetic_center_embedding
The angry dog that the clever dog that the young child that the happy engineer warned questioned encouraged read carefully before noon.,3,22,synthetic_center_embedding
The serious driver rested briefly near the station.,0,8,synthetic_center_embedding
The serious artist that the quiet scientist that the clever manager that the serious farmer supported reminded admired arrived early at the office.,3,23,synthetic_center_embedding
The serious manager that the scientist admired arrived early after dinner.,1,11,synthetic_center_embedding
The serious artist that the serious artist supported waited outside yesterday.,1,11,synthetic_center_embedding
The quiet driver that the kind actor that the quiet artist that the clever girl that the lawyer informed called greeted encouraged listened closely near the station.,4,27,synthetic_center_embedding
The curious manager that the old manager that the curious farmer blamed chased ran away during class.,2,17,synthetic_center_embedding
The kind artist that the child that the singer that the quiet teacher that the old singer recognized admired watched watched arrived early before noon.,4,25,synthetic_center_embedding
The clever child that the quiet student that the clever driver that the driver watched warned warned read carefully near the station.,3,22,synthetic_center_embedding
The young dog that the quiet actor that the kind cat praised blamed cried suddenly in the garden.,2,18,synthetic_center_embedding
The quiet actor that the manager that the serious girl reminded encouraged read carefully in the garden.,2,17,synthetic_center_embedding
The tall manager that the tall teacher encouraged slept peacefully this morning.,1,12,synthetic_center_embedding
The tall student that the nervous singer that the quiet girl helped saw waited outside this morning.,2,17,synthetic_center_embedding
The clever child that the tall child questioned waited outside in the garden.,1,13,synthetic_center_embedding
The old doctor that the clever boy that the clever cat that the serious lawyer informed chased supported slept peacefully in the garden.,3,23,synthetic_center_embedding
The clever artist that the nervous singer warned walked slowly before noon.,1,12,synthetic_center_embedding
The curious driver that the angry mother that the young engineer watched greeted laughed loudly in the garden.,2,18,synthetic_center_embedding
The old farmer that the tall engineer blamed sat calmly before noon.,1,12,synthetic_center_embedding
The quiet driver that the nervous doctor that the serious driver that the singer that the old child watched watched helped called waited outside in the garden.,4,27,synthetic_center_embedding
The nervous engineer listened closely after dinner.,0,7,synthetic_center_embedding
The kind artist laughed loudly yesterday.,0,6,synthetic_center_embedding
The old manager laughed loudly.,0,5,synthetic_center_embedding
The young father that the angry dog that the old neighbor that the nervous dog admired called thanked listened closely at the office.,3,23,synthetic_center_embedding
The serious singer that the curious child recognized sat calmly yesterday.,1,11,synthetic_center_embedding
The angry scientist rested briefly.,0,5,synthetic_center_embedding
The young scientist that the kind mother thanked walked slowly before noon.,1,12,synthetic_center_embedding
The serious child that the quiet father that the tall farmer that the kind singer that the serious lawyer saw chased informed warned worked quietly before noon.,4,27,synthetic_center_embedding
The quiet driver spoke softly in the garden.,0,8,synthetic_center_embedding
The old dog that the clever doctor that the quiet actor that the quiet teacher that the nervous mother followed supported chased helped ran away near the station.,4,28,synthetic_center_embedding
The nervous actor rested briefly at night.,0,7,synthetic_center_embedding
The kind scientist that the driver that the serious lawyer watched visited cried suddenly during class.,2,16,synthetic_center_embedding
The clever driver waited outside at night.,0,7,synthetic_center_embedding
The angry artist that the clever scientist that the tall teacher that the serious singer that the old artist that the nervous engineer visited helped helped helped admired arrived early during class.,5,32,synthetic_center_embedding
The quiet girl listened closely yesterday.,0,6,synthetic_center_embedding
The clever lawyer that the angry child that the angry driver visited watched slept peacefully.,2,15,synthetic_center_embedding
The happy actor smiled warmly.,0,5,synthetic_center_embedding
The nervous cat that the nervous dog that the young mother that the tall cat that the quiet manager encouraged admired praised visited slept peacefully in the garden.,4,28,synthetic_center_embedding
The happy girl that the curious cat that the happy child that the curious scientist that the kind student encouraged informed recognized called rested briefly at night.,4,27,synthetic_center_embedding
The happy farmer that the farmer warned cried suddenly during class.,1,11,synthetic_center_embedding
The angry girl read carefully this morning.,0,7,synthetic_center_embedding
The happy neighbor that the kind father that the engineer admired greeted stood silently during class.,2,16,synthetic_center_embedding
The tall dog that the serious engineer greeted read carefully in the garden.,1,13,synthetic_center_embedding
The kind singer spoke softly near the station.,0,8,synthetic_center_embedding
The old teacher ran away yesterday.,0,6,synthetic_center_embedding
The nervous actor that the serious teacher that the angry driver supported praised arrived early after dinner.,2,17,synthetic_center_embedding
The dog that the serious mother that the angry manager that the curious dog that the happy neighbor followed helped encouraged helped rested briefly this morning.,4,26,synthetic_center_embedding
The angry artist that the angry farmer that the curious teacher informed questioned sat calmly after dinner.,2,17,synthetic_center_embedding
The kind girl that the angry lawyer helped ran away during class.,1,12,synthetic_center_embedding
The angry doctor laughed loudly in the garden.,0,8,synthetic_center_embedding
The serious driver that the tall doctor that the young artist that the kind farmer that the happy farmer followed reminded watched watched spoke softly at the office.,4,28,synthetic_center_embedding
The old father that the neighbor that the tall boy admired greeted listened closely near the station.,2,17,synthetic_center_embedding
The tall mother that the happy actor that the tall neighbor that the old farmer that the kind father supported praised greeted visited rested briefly yesterday.,4,26,synthetic_center_embedding
The happy farmer sat calmly at the office.,0,8,synthetic_center_embedding
The old artist that the quiet boy thanked sat calmly after dinner.,1,12,synthetic_center_embedding
The serious student that the young engineer that the angry neighbor informed chased worked quietly in the garden.,2,18,synthetic_center_embedding
The serious artist that the angry dog helped smiled warmly in the garden.,1,13,synthetic_center_embedding
The child slept peacefully after dinner.,0,6,synthetic_center_embedding
The clever actor that the quiet neighbor that the young singer that the old manager that the tall driver thanked visited supported warned rested briefly before noon.,4,27,synthetic_center_embedding
The quiet teacher that the nervous driver that the clever doctor helped blamed worked quietly near the station.,2,18,synthetic_center_embedding
The happy artist that the tall dog that the clever father that the father admired encouraged warned spoke softly in the garden.,3,22,synthetic_center_embedding
The kind child that the young girl that the nervous dog that the kind cat that the quiet boy thanked admired questioned greeted rested briefly at the office.,4,28,synthetic_center_embedding
The tall neighbor that the nervous artist that the nervous scientist that the quiet artist encouraged praised saw waited outside in the garden.,3,23,synthetic_center_embedding
The tall driver rested briefly in the garden.,0,8,synthetic_center_embedding
The young manager that the kind artist that the angry student met blamed listened closely in the garden.,2,18,synthetic_center_embedding
The young girl that the angry driver that the angry girl that the tall father that the nervous dog questioned admired called reminded stood silently before noon.,4,27,synthetic_center_embedding
The serious artist that the quiet engineer supported sat calmly.,1,10,synthetic_center_embedding
The nervous manager listened closely near the station.,0,8,synthetic_center_embedding
The young student that the serious boy supported slept peacefully near the station.,1,13,synthetic_center_embedding
The old student that the curious farmer that the quiet neighbor that the nervous cat blamed greeted supported laughed loudly during class.,3,22,synthetic_center_embedding
The curious singer that the tall lawyer met read carefully at the office.,1,13,synthetic_center_embedding
The quiet teacher that the young neighbor met slept peacefully at night.,1,12,synthetic_center_embedding
The boy that the young singer that the quiet student visited praised stood silently in the garden.,2,17,synthetic_center_embedding
The kind farmer that the young student that the lawyer saw visited spoke softly after dinner.,2,16,synthetic_center_embedding
The young doctor that the happy student that the angry engineer questioned questioned listened closely this morning.,2,17,synthetic_center_embedding
The angry mother slept peacefully this morning.,0,7,synthetic_center_embedding
The young girl read carefully in the garden.,0,8,synthetic_center_embedding
The tall lawyer that the serious doctor that the angry boy that the serious cat that the young cat admired met recognized followed walked slowly at night.,4,27,synthetic_center_embedding
The old girl that the angry singer praised walked slowly at the office.,1,13,synthetic_center_embedding
The kind mother that the young teacher that the happy driver that the curious child that the serious girl that the angry child praised thanked praised saw encouraged worked quietly during class.,5,32,synthetic_center_embedding
The kind engineer listened closely during class.,0,7,synthetic_center_embedding
The old actor that the young neighbor that the kind singer warned supported sat calmly near the station.,2,18,synthetic_center_embedding
The old student that the clever engineer recognized ran away after dinner.,1,12,synthetic_center_embedding
The quiet mother worked quietly after dinner.,0,7,synthetic_center_embedding
The clever artist that the curious neighbor that the angry farmer followed reminded listened closely near the station.,2,18,synthetic_center_embedding
The kind child that the kind scientist that the nervous boy met chased ran away near the station.,2,18,synthetic_center_embedding
The serious farmer that the happy girl that the angry neighbor that the tall actor questioned questioned chased read carefully during class.,3,22,synthetic_center_embedding
The clever boy that the angry cat chased waited outside yesterday.,1,11,synthetic_center_embedding
The old farmer that the curious driver that the tall boy watched recognized read carefully in the garden.,2,18,synthetic_center_embedding
The young father listened closely.,0,5,synthetic_center_embedding
The curious singer that the young artist that the old father that the young singer chased reminded greeted worked quietly before noon.,3,22,synthetic_center_embedding
The serious farmer that the nervous girl that the happy artist that the old dog visited recognized questioned read carefully in the garden.,3,23,synthetic_center_embedding
The happy engineer that the angry neighbor that the curious farmer met encouraged arrived early before noon.,2,17,synthetic_center_embedding
The happy cat that the nervous teacher watched arrived early after dinner.,1,12,synthetic_center_embedding
The lawyer that the kind girl that the clever girl blamed supported worked quietly after dinner.,2,16,synthetic_center_embedding
The tall driver that the kind driver visited cried suddenly near the station.,1,13,synthetic_center_embedding
The angry artist walked slowly in the garden.,0,8,synthetic_center_embedding
The happy doctor that the happy farmer that the nervous boy that the curious manager praised called admired sat calmly yesterday.,3,21,synthetic_center_embedding
The happy boy that the young father that the nervous girl recognized supported worked quietly at night.,2,17,synthetic_center_embedding
The old cat cried suddenly in the garden.,0,8,synthetic_center_embedding
The tall lawyer arrived early before noon.,0,7,synthetic_center_embedding
The clever dog that the nervous father that the nervous neighbor that the nervous actor that the nervous engineer reminded helped informed helped cried suddenly yesterday.,4,26,synthetic_center_embedding
The young student that the clever teacher that the young girl that the cat that the clever girl that the nervous father watched greeted recognized praised admired read carefully near the station.,5,32,synthetic_center_embedding
The tall driver that the angry manager that the kind child followed helped walked slowly.,2,15,synthetic_center_embedding
The nervous student that the tall farmer that the clever manager that the quiet student saw blamed reminded walked slowly this morning.,3,22,synthetic_center_embedding
The tall singer that the tall actor praised worked quietly near the station.,1,13,synthetic_center_embedding
The old cat that the serious cat that the serious singer that the angry mother that the curious lawyer thanked recognized watched informed laughed loudly in the garden.,4,28,synthetic_center_embedding
The young student that the young lawyer that the kind child reminded admired arrived early during class.,2,17,synthetic_center_embedding
The mother that the serious driver that the clever artist that the angry artist that the angry teacher blamed met supported supported waited outside this morning.,4,26,synthetic_center_embedding
The curious mother that the old boy that the quiet father that the kind boy called greeted encouraged sat calmly during class.,3,22,synthetic_center_embedding
The quiet lawyer that the happy scientist blamed ran away yesterday.,1,11,synthetic_center_embedding
The happy engineer that the angry boy that the angry teacher that the kind neighbor saw recognized greeted smiled warmly this morning.,3,22,synthetic_center_embedding
The tall boy that the tall farmer that the old singer that the curious child that the kind teacher admired called warned called stood silently at the office.,4,28,synthetic_center_embedding
The kind dog that the young girl that the nervous actor blamed greeted sat calmly at night.,2,17,synthetic_center_embedding
The young student that the kind manager that the tall lawyer blamed reminded spoke softly before noon.,2,17,synthetic_center_embedding
The old father that the tall cat admired smiled warmly after dinner.,1,12,synthetic_center_embedding
The curious engineer arrived early this morning.,0,7,synthetic_center_embedding
The happy farmer stood silently in the garden.,0,8,synthetic_center_embedding
The clever farmer that the tall girl that the serious farmer questioned greeted ran away this morning.,2,17,synthetic_center_embedding
The kind mother that the nervous lawyer that the clever artist blamed praised sat calmly this morning.,2,17,synthetic_center_embedding
The kind child that the engineer questioned listened closely before noon.,1,11,synthetic_center_embedding
The young teacher that the serious engineer that the manager supported helped stood silently after dinner.,2,16,synthetic_center_embedding
The quiet boy listened closely this morning.,0,7,synthetic_center_embedding
The young manager rested briefly this morning.,0,7,synthetic_center_embedding
The nervous driver that the curious lawyer that the father that the kind engineer greeted visited reminded stood silently after dinner.,3,21,synthetic_center_embedding
The nervous engineer that the kind singer that the young engineer that the young farmer that the happy manager saw supported greeted reminded listened closely yesterday.,4,26,synthetic_center_embedding
The angry dog ran away at the office.,0,8,synthetic_center_embedding
The tall doctor listened closely in the garden.,0,8,synthetic_center_embedding
The young teacher waited outside during class.,0,7,synthetic_center_embedding
The curious neighbor that the happy child that the old dog visited admired worked quietly this morning.,2,17,synthetic_center_embedding
The happy student listened closely during class.,0,7,synthetic_center_embedding
The engineer that the kind dog followed sat calmly after dinner.,1,11,synthetic_center_embedding
The young student that the angry girl followed walked slowly at night.,1,12,synthetic_center_embedding
The serious driver that the kind artist visited sat calmly this morning.,1,12,synthetic_center_embedding
The curious driver that the tall cat informed laughed loudly after dinner.,1,12,synthetic_center_embedding
The angry artist that the old manager that the clever singer admired praised slept peacefully at night.,2,17,synthetic_center_embedding
The curious neighbor that the old neighbor that the angry girl helped watched sat calmly before noon.,2,17,synthetic_center_embedding
The old singer that the happy mother that the lawyer that the serious engineer that the happy boy watched thanked supported recognized waited outside in the garden.,4,27,synthetic_center_embedding
The clever artist that the nervous scientist that the angry teacher chased watched listened closely near the station.,2,18,synthetic_center_embedding
The kind child that the young cat that the angry mother that the nervous manager questioned followed questioned slept peacefully during class.,3,22,synthetic_center_embedding
The clever farmer that the kind singer chased read carefully.,1,10,synthetic_center_embedding
The quiet manager worked quietly during class.,0,7,synthetic_center_embedding
The quiet actor laughed loudly after dinner.,0,7,synthetic_center_embedding
The quiet scientist that the curious scientist that the old mother admired helped arrived early.,2,15,synthetic_center_embedding
The old father that the old engineer that the tall student praised chased spoke softly at the office.,2,18,synthetic_center_embedding
The nervous child that the serious dog that the quiet lawyer admired questioned spoke softly in the garden.,2,18,synthetic_center_embedding
The angry mother that the serious singer met waited outside at night.,1,12,synthetic_center_embedding
The nervous farmer that the happy cat that the old farmer that the girl that the tall father that the kind doctor praised blamed followed followed recognized waited outside.,5,29,synthetic_center_embedding
The actor that the old boy that the serious teacher blamed saw rested briefly in the garden.,2,17,synthetic_center_embedding
The tall doctor that the tall singer that the clever father that the clever father that the curious scientist met watched visited helped laughed loudly in the garden.,4,28,synthetic_center_embedding
The teacher that the happy lawyer that the serious girl that the nervous mother recognized chased praised waited outside near the station.,3,22,synthetic_center_embedding
The happy farmer that the boy that the happy father that the curious singer watched chased supported smiled warmly at the office.,3,22,synthetic_center_embedding
The clever father that the quiet father that the quiet actor praised saw listened closely in the garden.,2,18,synthetic_center_embedding
The clever singer laughed loudly during class.,0,7,synthetic_center_embedding
The tall artist that the angry child warned arrived early in the garden.,1,13,synthetic_center_embedding
The quiet mother arrived early during class.,0,7,synthetic_center_embedding
The tall actor that the happy dog watched rested briefly at the office.,1,13,synthetic_center_embedding
The quiet artist waited outside yesterday.,0,6,synthetic_center_embedding
The clever driver that the serious manager that the clever teacher that the young father praised supported reminded waited outside after dinner.,3,22,synthetic_center_embedding
The nervous cat that the serious dog that the tall engineer that the happy girl that the serious cat reminded recognized supported informed stood silently at the office.,4,28,synthetic_center_embedding
The nervous singer that the old manager that the curious scientist that the old singer supported chased followed smiled warmly after dinner.,3,22,synthetic_center_embedding
The happy father that the angry actor that the serious manager visited helped smiled warmly near the station.,2,18,synthetic_center_embedding
The tall teacher that the kind artist that the quiet dog recognized informed cried suddenly at the office.,2,18,synthetic_center_embedding
The quiet child that the curious neighbor that the young artist blamed informed worked quietly near the station.,2,18,synthetic_center_embedding
The tall father that the happy mother that the old mother that the clever neighbor admired met praised sat calmly yesterday.,3,21,synthetic_center_embedding
The neighbor that the old artist that the old teacher that the angry boy reminded followed chased waited outside after dinner.,3,21,synthetic_center_embedding
The nervous farmer waited outside.,0,5,synthetic_center_embedding
The clever doctor that the kind father that the clever boy recognized chased slept peacefully near the station.,2,18,synthetic_center_embedding
The angry engineer walked slowly during class.,0,7,synthetic_center_embedding
The tall scientist that the singer blamed listened closely after dinner.,1,11,synthetic_center_embedding
The young cat that the young child that the curious singer supported helped smiled warmly before noon.,2,17,synthetic_center_embedding
The nervous artist that the serious neighbor blamed ran away.,1,10,synthetic_center_embedding
The happy scientist that the young actor that the father watched recognized arrived early.,2,14,synthetic_center_embedding
The quiet mother that the tall engineer that the nervous dog that the tall student warned chased greeted smiled warmly in the garden.,3,23,synthetic_center_embedding
The angry mother that the clever doctor praised walked slowly in the garden.,1,13,synthetic_center_embedding
The serious farmer that the old scientist that the curious father warned watched spoke softly at night.,2,17,synthetic_center_embedding
The dog that the kind cat praised stood silently.,1,9,synthetic_center_embedding
The clever farmer that the old engineer admired arrived early before noon.,1,12,synthetic_center_embedding
The angry father that the angry farmer that the kind scientist recognized blamed smiled warmly in the garden.,2,18,synthetic_center_embedding
The angry singer that the clever student recognized stood silently during class.,1,12,synthetic_center_embedding
The nervous manager that the nervous driver that the quiet mother met met listened closely during class.,2,17,synthetic_center_embedding
The curious actor rested briefly during class.,0,7,synthetic_center_embedding
The nervous lawyer that the clever driver that the kind child that the child blamed blamed questioned listened closely this morning.,3,21,synthetic_center_embedding
The clever mother that the scientist blamed ran away in the garden.,1,12,synthetic_center_embedding
The old driver stood silently.,0,5,synthetic_center_embedding
The kind student that the clever mother that the tall doctor that the angry lawyer recognized met reminded listened closely at the office.,3,23,synthetic_center_embedding
The happy actor that the happy manager supported cried suddenly at the office.,1,13,synthetic_center_embedding
The happy doctor that the young mother followed cried suddenly.,1,10,synthetic_center_embedding
The young student that the young teacher helped ran away yesterday.,1,11,synthetic_center_embedding
The curious boy that the serious manager that the curious scientist admired admired slept peacefully near the station.,2,18,synthetic_center_embedding
The lawyer that the tall manager that the nervous lawyer that the singer admired encouraged chased rested briefly before noon.,3,20,synthetic_center_embedding
The young scientist that the quiet dog helped worked quietly yesterday.,1,11,synthetic_center_embedding
The angry boy worked quietly at night.,0,7,synthetic_center_embedding
The kind manager that the quiet driver that the happy father that the curious scientist followed encouraged encouraged laughed loudly at the office.,3,23,synthetic_center_embedding
The clever dog that the happy engineer that the nervous student thanked praised rested briefly at the office.,2,18,synthetic_center_embedding
The young driver that the clever lawyer that the kind dog that the boy supported chased blamed spoke softly after dinner.,3,21,synthetic_center_embedding
The nervous boy that the young cat that the young artist praised supported waited outside this morning.,2,17,synthetic_center_embedding
The scientist that the tall dog that the kind engineer that the quiet singer that the nervous artist that the quiet teacher followed visited helped saw called cried suddenly.,5,29,synthetic_center_embedding
The serious teacher that the old engineer that the old farmer praised questioned slept peacefully.,2,15,synthetic_center_embedding
The kind engineer that the angry lawyer met slept peacefully at night.,1,12,synthetic_center_embedding
The tall father that the nervous actor thanked cried suddenly before noon.,1,12,synthetic_center_embedding
The curious child that the nervous neighbor that the angry engineer questioned helped laughed loudly after dinner.,2,17,synthetic_center_embedding
The happy doctor rested briefly during class.,0,7,synthetic_center_embedding
The young doctor that the angry neighbor informed smiled warmly in the garden.,1,13,synthetic_center_embedding
The engineer that the serious cat reminded laughed loudly near the station.,1,12,synthetic_center_embedding
The driver that the quiet artist thanked ran away at the office.,1,12,synthetic_center_embedding
The young mother that the kind singer that the teacher watched met worked quietly yesterday.,2,15,synthetic_center_embedding
The clever actor that the clever artist recognized cried suddenly yesterday.,1,11,synthetic_center_embedding
The serious girl that the serious artist that the dog that the farmer followed praised followed laughed loudly after dinner.,3,20,synthetic_center_embedding
The young engineer that the old manager that the kind teacher that the quiet lawyer that the serious driver visited blamed reminded supported listened closely at the office.,4,28,synthetic_center_embedding
The nervous engineer that the serious manager that the nervous doctor that the kind actor praised admired praised listened closely.,3,20,synthetic_center_embedding
The curious girl listened closely in the garden.,0,8,synthetic_center_embedding
The curious student that the quiet boy helped spoke softly.,1,10,synthetic_center_embedding
The happy lawyer listened closely before noon.,0,7,synthetic_center_embedding
The cat that the quiet girl that the kind driver that the angry father that the dog chased visited greeted recognized spoke softly during class.,4,25,synthetic_center_embedding
The quiet lawyer rested briefly during class.,0,7,synthetic_center_embedding
The angry student that the curious singer that the angry boy that the serious singer helped greeted met rested briefly after dinner.,3,22,synthetic_center_embedding
The serious boy that the nervous cat watched spoke softly yesterday.,1,11,synthetic_center_embedding
The quiet driver that the young neighbor met ran away.,1,10,synthetic_center_embedding
The young lawyer that the nervous cat chased smiled warmly before noon.,1,12,synthetic_center_embedding
The curious artist that the old cat that the kind actor praised helped sat calmly this morning.,2,17,synthetic_center_embedding
The clever boy that the nervous student that the angry child that the old manager helped thanked watched rested briefly in the garden.,3,23,synthetic_center_embedding
The nervous student waited outside at night.,0,7,synthetic_center_embedding
The happy child that the nervous mother that the old farmer that the kind farmer that the young artist that the old driver recognized recognized admired blamed helped walked slowly after dinner.,5,32,synthetic_center_embedding
The clever mother sat calmly near the station.,0,8,synthetic_center_embedding
The clever child that the quiet teacher that the clever father visited encouraged stood silently at night.,2,17,synthetic_center_embedding
The quiet scientist that the tall doctor that the curious cat warned reminded sat calmly near the station.,2,18,synthetic_center_embedding
The nervous lawyer that the mother that the nervous neighbor that the kind lawyer reminded thanked called stood silently in the garden.,3,22,synthetic_center_embedding
The kind neighbor that the tall lawyer greeted rested briefly at night.,1,12,synthetic_center_embedding
The tall farmer that the kind manager reminded slept peacefully after dinner.,1,12,synthetic_center_embedding
The kind engineer that the angry dog that the young student that the girl that the clever neighbor helped supported saw blamed cried suddenly at the office.,4,27,synthetic_center_embedding
The young singer that the tall teacher that the happy manager that the curious manager called warned thanked stood silently after dinner.,3,22,synthetic_center_embedding
The quiet doctor that the tall doctor that the curious lawyer that the serious engineer questioned questioned thanked walked slowly near the station.,3,23,synthetic_center_embedding
The serious boy worked quietly before noon.,0,7,synthetic_center_embedding
The tall scientist that the doctor that the young driver admired questioned stood silently yesterday.,2,15,synthetic_center_embedding
The serious cat waited outside at the office.,0,8,synthetic_center_embedding
The kind teacher that the actor that the serious boy that the old student thanked greeted called slept peacefully yesterday.,3,20,synthetic_center_embedding
The old dog rested briefly.,0,5,synthetic_center_embedding
The angry child listened closely near the station.,0,8,synthetic_center_embedding
The tall singer that the kind farmer that the nervous engineer that the tall lawyer that the curious farmer informed supported questioned warned sat calmly before noon.,4,27,synthetic_center_embedding
The young teacher that the clever artist that the curious father that the old boy that the curious neighbor visited reminded met encouraged spoke softly yesterday.,4,26,synthetic_center_embedding
The angry child arrived early at night.,0,7,synthetic_center_embedding
The old singer that the nervous actor that the happy cat that the happy actor that the curious singer that the happy dog warned thanked informed reminded reminded smiled warmly before noon.,5,32,synthetic_center_embedding
The kind manager that the happy driver helped listened closely this morning.,1,12,synthetic_center_embedding
The kind farmer that the neighbor that the serious mother that the angry girl that the angry artist visited watched warned supported read carefully this morning.,4,26,synthetic_center_embedding
The serious student that the dog that the curious artist informed reminded rested briefly before noon.,2,16,synthetic_center_embedding
The manager that the tall artist called listened closely this morning.,1,11,synthetic_center_embedding
The young mother that the student thanked worked quietly at the office.,1,12,synthetic_center_embedding
The angry cat that the kind student that the happy engineer that the tall driver followed informed called sat calmly near the station.,3,23,synthetic_center_embedding
The happy dog that the kind student that the quiet engineer that the quiet mother encouraged encouraged chased waited outside.,3,20,synthetic_center_embedding
The old doctor smiled warmly this morning.,0,7,synthetic_center_embedding
The old lawyer laughed loudly at night.,0,7,synthetic_center_embedding
The quiet child that the young neighbor that the angry mother supported warned walked slowly.,2,15,synthetic_center_embedding
The serious artist that the serious singer that the clever lawyer that the curious teacher warned questioned encouraged rested briefly near the station.,3,23,synthetic_center_embedding
The tall dog that the clever doctor that the manager that the kind doctor watched visited watched worked quietly this morning.,3,21,synthetic_center_embedding
The kind lawyer that the old girl that the angry actor that the quiet doctor that the quiet cat admired warned blamed thanked listened closely after dinner.,4,27,synthetic_center_embedding
The angry engineer that the curious driver encouraged cried suddenly after dinner.,1,12,synthetic_center_embedding
The angry doctor laughed loudly yesterday.,0,6,synthetic_center_embedding
The kind manager rested briefly after dinner.,0,7,synthetic_center_embedding
The curious farmer that the kind teacher helped worked quietly after dinner.,1,12,synthetic_center_embedding
The clever scientist listened closely at the office.,0,8,synthetic_center_embedding
The happy engineer that the curious doctor that the happy cat that the old dog questioned watched saw ran away before noon.,3,22,synthetic_center_embedding
